PERÍODO,FECHA_GENERACIÓN,FECHA_LIMITE_PAGO,DOCUMENTO_EQUIVALENTE_ELECTRÓNICO_SPD_N°),"VALORES_ADICIONALES_FACTURA_AJUSTE CONCEPTOS FACTURADOS",AJUSTE_PESO,TOTAL FACTURA,FECHA INICIO (ACUEDUCTO),FECHA FINAL (ACUEDUCTO),DÍAS (ACUEDUCTO),LECTURA ANTERIOR (ACUEDUCTO),LECTURA ACTUAL (ACUEDUCTO),CONSUMO (ACUEDUCTO),COSTO $ (ACUEDUCTO),CONSUMO_MMM-YY (ACUEDUCTO),CARGO_FIJO_MMM-YY (ACUEDUCTO),CONTRIB_CARGO_FIJO (ACUEDUCTO),CONTRIB_CONSUMO (ACUEDUCTO),TOTAL ACUEDUCTO,PRODUCTO (ACUEDUCTO),CATEGORÍA (ACUEDUCTO),MEDIDOR (ACUEDUCTO),PLAN (ACUEDUCTO),CMAPAC_COST (ACUEDUCTO),CMAPAC_UNITARI (ACUEDUCTO),CMAPAC_TOTAL (ACUEDUCTO),CMT_UNITARIO (ACUEDUCTO),CMT_TOTAL (ACUEDUCTO),FECHA INICIO (ALCANTARILLADO),FECHA FINAL (ALCANTARILLADO),DÍAS (ALCANTARILLADO),LECTURA ANTERIOR (ALCANTARILLADO),LECTURA ACTUAL (ALCANTARILLADO),CONSUMO (ALCANTARILLADO),COSTO $ (ALCANTARILLADO),CONSUMO_MMM-YY (ALCANTARILLADO),CARGO_FIJO_MMM-YY (ALCANTARILLADO),CONTRIB_CARGO_FIJO (ALCANTARILLADO),CONTRIB_CONSUMO (ALCANTARILLADO),TOTAL ALCANTARILLADO,PRODUCTO (ALCANTARILLADO),CATEGORÍA (ALCANTARILLADO),MEDIDOR (ALCANTARILLADO),PLAN (ALCANTARILLADO),CMAPAC_COST (ALCANTARILLADO),CMAPAC_UNITARI (ALCANTARILLADO),CMAPAC_TOTAL (ALCANTARILLADO),CMT_UNITARIO (ALCANTARILLADO),CMT_TOTAL (ALCANTARILLADO),PERIODO_CONSUMO_INICIO (ENERGÍA),PERIODO_CONSUMO_FINAL (ENERGÍA),DÍAS_CÁLCULO_CONSUMO (ENERGÍA),LECTURA_ANTERIOR (ENERGÍA),LECTURA_ACTUAL (ENERGÍA),CONSTANTE (ENERGÍA),CONSUMO_KWH (ENERGÍA),COSTO ($) (ENERGÍA),ENERGÍA_MMM-YY (ENERGÍA),CONTRIBUCIÓN_ACTIVA (ENERGÍA),TOTAL_ENERGÍA (ENERGÍA),PRODUCTO (ENERGÍA),CATEGORÍA (ENERGÍA),MEDIDOR (ENERGÍA),PLAN (ENERGÍA),GENERACIÓN (ENERGÍA),TRANSMISIÓN (ENERGÍA),DISTRIBUCIÓN (ENERGÍA),COMERCIALIZACIÓN (ENERGÍA),PERDIDAS (ENERGÍA),RESTRICCIONES (ENERGÍA),N_TENSIÓN_Voltios (ENERGÍA),PERIODO_CONSUMO_INICIO (GAS),PERIODO_CONSUMO_FINAL (GAS),DÍAS_CÁLCULO_CONSUMO (GAS),LECTURA_ANTERIOR (GAS),LECTURA_ACTUAL (GAS),CONSTANTE (GAS),CONSUMO_M3 (GAS),COSTO ($) (GAS),CONSUMO_MMM-YY (GAS),CARGO_FIJO_MMM-YY (GAS),CONTRIB_CONSUMO (GAS),CONTRIB_CARGO_FIJO (GAS),TOTAL_GAS (GAS),PRODUCTO (GAS),CATEGORÍA (GAS),MEDIDOR (GAS),PLAN (GAS),COMPRA (GAS),DISTRIBUCIÓN (GAS),TRANSPORTE (GAS),CONFIABILIDAD (GAS),COMERCIALIZACIÓN (GAS),TRANSPORTE_GN (GAS),COMPRESIÓN_FIJA (GAS),COMERCIALIZACIÓN_FIJA (GAS),CARGO_FIJO (ASEO),CARGO_VARIABLE_APROVECHABLE (ASEO),CONTRIBUCIÓN (ASEO),CARGO_VARIABLE (ASEO),NO_APROV_ORDINARIOS (ASEO),BARRIDO_Y_LIMPIEZA (ASEO),LIMPIEZA_URBANA (ASEO),RECHAZADOS (ASEO),TOTAL_ASEO (ASEO),ALUMBRADO_PÚBLICO (ALUMBRADO),TOTAL_ALUMBRADO,TOTAL_OTRAS_ENTIDADES,OBSERVACIONES
2026_ENE,6/1/2026,21/1/2026,,"$0,00",,"$643.204,00",13/11/2025,15/12/2025,32,3374,3389,15,"$4.864,82","$72.972,30","$9.851,98","$5.911,19","$43.783,38","$132.518,85",104497386,Residencial,142_1940_20113054889 -7,Residencial,"$0,00","$0,58","$8,70","$27,66","$414,90",13/11/2025,15/12/2025,32,3374,3389,15,"$3.885,68","$58.285,20","$5.668,99","$3.401,39","$34.971,12","$102.326,70",104496317,Residencial,0,Residencial,"$0,00","$0,00","$0,00","$47,15","$707,25",13/11/2025,15/12/2025,32,44855,45074,1,219,"$861,88","$188.751,72","$37.750,34","$226.502,06",105245635,Residencial,20_et324_8206146-3,Normal residencial,"$294,50","$53,30","$307,37","$114,66","$62,36","$29,69",220,13/11/2025,15/12/2025,32,5769,5805,"0,858","30,87","$2.765,58","$85.376,22","$4.205,01","$17.075,24","$841,00","$107.497,47",106405376,Residencial,metrex_g1.6_316566-9,Residencial tarifa plena,"$1.277,02","$694,28","$604,11","$0,00","$0,00","$158,54","$31,62","$0,00","$15.137,83","$1.830,06","$27.679,49","$10.711,60","0,01605","0,002","0,00013","0,00007","$55.358,98","$19.000,00","$19.000,00","$74.358,98","Revisión periódica Red Interna de Gas; Cada 5 años se debe realizar; Se aproxima la revisión periódica de tu red interna de gas EPM;  Revisión periódica residencial   $103.571 + IVA, total $123.249"
